No,Date,O1,O2,O3,O4,O5,O6,R1,R2,R3,R4,R5,R6,B1,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
20085,2020/9/3,19,1,24,2,9,5,1,2,5,9,19,24,16,60,10,30,4,2,2,2,0,2,4,-2,5,9,1,1,23,10,0,0,2
20084,2020/9/1,7,3,17,16,23,30,3,7,16,17,23,30,7,96,16,26,4,2,2,2,0,3,3,0,4,7,1,1,27,9,0,1,1
20083,2020/8/30,1,31,26,30,19,25,1,19,25,26,30,31,12,132,22,22,4,2,2,2,1,5,1,4,5,7,2,2,30,18,0,1,2
20082,2020/8/27,11,30,21,17,2,8,2,8,11,17,21,30,9,89,14.83,19,3,3,0,2,1,3,3,0,5,5,0,0,28,9,0,0,1
20081,2020/8/25,1,13,14,5,27,33,1,5,13,14,27,33,15,93,15.5,23,5,1,4,3,0,2,4,-2,5,9,1,1,32,13,1,2,2
20080,2020/8/23,18,33,31,14,15,22,14,15,18,22,31,33,1,133,22.17,23,3,3,0,1,1,4,2,2,6,9,1,1,19,9,0,1,1
20079,2020/8/20,20,21,12,22,29,5,5,12,20,21,22,29,14,109,18.17,19,3,3,0,0,1,4,2,2,5,5,2,1,24,8,0,1,3
20078,2020/8/18,16,11,21,32,14,3,3,11,14,16,21,32,4,97,16.17,17,3,3,0,1,1,2,4,-2,5,7,0,0,29,11,1,3,1
20077,2020/8/16,3,21,27,25,10,16,3,10,16,21,25,27,12,102,17,22,4,2,2,2,1,3,3,0,6,8,0,0,24,7,2,3,2
20076,2020/8/13,10,18,27,16,15,20,10,15,16,18,20,27,6,106,17.67,26,2,4,-2,0,2,3,3,0,5,8,1,1,17,7,0,1,1
20075,2020/8/11,30,11,13,3,20,24,3,11,13,20,24,30,16,101,16.83,11,3,3,0,2,2,3,3,0,4,8,0,0,27,8,0,1,2
20074,2020/8/9,4,19,9,33,8,13,4,8,9,13,19,33,12,86,14.33,36,4,2,2,3,1,2,4,-2,4,8,1,1,29,14,1,1,2
20073,2020/8/6,29,5,13,7,27,11,5,7,11,13,27,29,3,92,15.33,32,6,0,6,5,0,2,4,-2,5,5,0,0,24,14,0,0,4
20072,2020/8/4,10,26,17,15,6,8,6,8,10,15,17,26,4,82,13.67,32,2,4,-2,1,2,2,4,-2,5,4,0,0,20,9,0,0,2
20071,2020/8/2,12,9,22,23,11,13,9,11,12,13,22,23,8,90,15,20,4,2,2,1,0,2,4,-2,4,5,3,2,14,9,0,0,1
20070,2020/7/30,4,21,2,1,6,19,1,2,4,6,19,21,15,53,8.83,23,3,3,0,1,2,2,4,-2,5,6,1,1,20,13,0,0,3
20069,2020/7/28,3,9,13,18,10,26,3,9,10,13,18,26,4,79,13.17,29,3,3,0,1,1,2,4,-2,5,9,1,1,23,8,0,1,2
20068,2020/7/26,26,12,32,21,16,27,12,16,21,26,27,32,10,134,22.33,24,2,4,-2,0,1,4,2,2,4,6,1,1,20,5,1,1,1
20067,2020/7/23,23,4,30,9,7,27,4,7,9,23,27,30,8,100,16.67,30,4,2,2,3,0,3,3,0,5,8,0,0,26,14,0,1,1
20066,2020/7/21,17,26,28,9,13,2,2,9,13,17,26,28,7,95,15.83,35,3,3,0,2,1,3,3,0,6,7,0,0,26,9,0,2,1
20065,2020/7/19,23,21,15,26,9,18,9,15,18,21,23,26,8,112,18.67,32,4,2,2,2,0,4,2,2,6,5,0,0,17,6,1,1,1
20064,2020/7/16,3,32,21,1,27,7,1,3,7,21,27,32,1,91,15.17,21,5,1,4,4,0,3,3,0,4,8,0,0,31,14,1,1,1
20063,2020/7/14,29,15,12,22,16,32,12,15,16,22,29,32,14,126,21,26,2,4,-2,0,1,3,3,0,4,6,1,1,20,7,1,1,2
20062,2020/7/12,22,17,10,26,27,14,10,14,17,22,26,27,5,116,19.33,26,2,4,-2,0,2,4,2,2,5,7,1,1,17,5,0,3,2
20061,2020/7/9,27,31,24,26,17,8,8,17,24,26,27,31,4,133,22.17,33,3,3,0,1,1,5,1,4,5,8,1,1,23,9,0,1,2
20060,2020/7/7,5,14,9,24,30,20,5,9,14,20,24,30,8,102,17,22,2,4,-2,1,3,3,3,0,4,6,0,0,25,6,0,0,3
20059,2020/7/5,10,25,17,4,2,22,2,4,10,17,22,25,14,80,13.33,20,2,4,-2,0,2,3,3,0,5,8,0,0,23,7,0,0,4
20058,2020/7/2,11,1,3,12,26,19,1,3,11,12,19,26,7,72,12,22,4,2,2,2,0,2,4,-2,5,8,1,1,25,8,0,1,0
20057,2020/6/30,14,26,23,9,21,32,9,14,21,23,26,32,3,125,20.83,25,3,3,0,1,1,4,2,2,6,7,0,0,23,7,1,1,2
20056,2020/6/28,31,8,5,2,12,26,2,5,8,12,26,31,14,84,14,24,2,4,-2,0,2,2,4,-2,5,9,0,0,29,14,1,1,3
20055,2020/6/25,5,23,7,1,28,30,1,5,7,23,28,30,12,94,15.67,24,4,2,2,3,1,3,3,0,6,8,0,0,29,16,0,0,1
20054,2020/6/23,31,25,3,26,10,19,3,10,19,25,26,31,2,114,19,24,4,2,2,1,0,4,2,2,6,7,1,1,28,9,0,0,2
20053,2020/6/21,14,16,32,15,33,2,2,14,15,16,32,33,1,112,18.67,22,2,4,-2,0,2,2,4,-2,5,6,3,2,31,16,3,3,3
20052,2020/6/18,29,13,33,2,32,8,2,8,13,29,32,33,15,117,19.5,27,3,3,0,1,1,3,3,0,4,10,1,1,31,16,0,1,2
20051,2020/6/16,3,8,6,28,11,19,3,6,8,11,19,28,8,75,12.5,35,3,3,0,1,1,2,4,-2,5,7,0,0,25,9,0,0,3
20050,2020/6/14,9,4,32,17,20,33,4,9,17,20,32,33,15,115,19.17,25,3,3,0,1,1,4,2,2,6,8,1,1,29,12,0,1,1
20049,2020/6/11,22,1,12,18,9,7,1,7,9,12,18,22,4,69,11.5,29,3,3,0,2,2,2,4,-2,5,8,0,0,21,6,0,2,1
20048,2020/6/9,30,32,23,18,14,12,12,14,18,23,30,32,2,129,21.5,19,1,5,-4,0,3,4,2,2,5,7,0,0,20,7,1,1,1
20047,2020/6/7,32,10,28,19,17,4,4,10,17,19,28,32,1,110,18.33,30,2,4,-2,1,2,4,2,2,6,7,0,0,28,9,1,2,1
20046,2020/6/4,26,32,27,13,25,19,13,19,25,26,27,32,8,142,23.67,32,4,2,2,2,0,5,1,4,6,5,2,1,19,6,0,0,1
20045,2020/6/2,33,2,3,22,21,15,2,3,15,21,22,33,16,96,16,16,4,2,2,2,0,3,3,0,4,6,2,2,31,12,0,0,1
20044,2020/5/31,8,24,17,7,16,19,7,8,16,17,19,24,7,91,15.17,41,3,3,0,1,1,3,3,0,5,7,2,2,17,8,0,1,1
20043,2020/5/28,24,30,1,11,25,27,1,11,24,25,27,30,7,118,19.67,18,4,2,2,2,0,4,2,2,5,9,1,1,29,13,0,1,2
20042,2020/5/26,7,2,31,11,14,6,2,6,7,11,14,31,3,71,11.83,21,3,3,0,1,1,1,5,-4,5,8,1,1,29,17,0,2,2
20041,2020/5/24,22,7,25,6,24,16,6,7,16,22,24,25,13,100,16.67,30,2,4,-2,0,2,3,3,0,5,7,2,2,19,9,0,2,2
20040,2020/5/21,19,12,6,21,16,1,1,6,12,16,19,21,4,75,12.5,25,3,3,0,1,2,2,4,-2,4,8,0,0,20,6,0,1,2
20039,2020/5/19,29,2,16,10,9,11,2,9,10,11,16,29,2,77,12.83,27,3,3,0,0,0,1,5,-4,5,8,2,1,27,13,0,0,1
20038,2020/5/17,24,1,18,23,6,7,1,6,7,18,23,24,15,79,13.17,29,3,3,0,0,0,3,3,0,6,5,2,2,23,11,2,2,2
20037,2020/5/14,1,17,24,4,13,11,1,4,11,13,17,24,15,70,11.67,20,4,2,2,2,0,2,4,-2,4,8,0,0,23,7,0,1,1
20036,2020/5/12,22,32,9,7,16,24,7,9,16,22,24,32,6,110,18.33,30,2,4,-2,1,3,3,3,0,5,7,0,0,25,8,0,1,3
20035,2020/5/10,14,25,33,28,10,24,10,14,24,25,28,33,11,134,22.33,24,2,4,-2,0,2,4,2,2,5,8,1,1,23,10,0,0,3
20034,2020/5/7,32,8,16,26,2,15,2,8,15,16,26,32,3,99,16.5,29,1,5,-4,0,3,2,4,-2,4,8,1,1,30,10,1,1,2
20033,2020/5/5,12,7,10,32,21,31,7,10,12,21,31,32,1,113,18.83,13,3,3,0,1,1,3,3,0,4,9,1,1,25,10,0,0,2
20032,2020/5/3,15,13,14,3,11,26,3,11,13,14,15,26,13,82,13.67,22,4,2,2,2,0,1,5,-4,5,6,2,1,23,11,0,1,4
20031,2020/4/30,9,16,5,15,2,27,2,5,9,15,16,27,9,74,12.33,34,4,2,2,2,0,1,5,-4,5,8,1,1,25,11,0,0,1
20030,2020/4/28,18,30,29,17,21,32,17,18,21,29,30,32,3,147,24.5,27,3,3,0,1,1,6,0,6,6,6,2,2,15,8,2,3,3
20029,2020/4/26,12,1,18,20,30,32,1,12,18,20,30,32,5,113,18.83,13,1,5,-4,0,4,4,2,2,4,8,0,0,31,11,1,2,0
20028,2020/4/23,32,15,5,6,18,26,5,6,15,18,26,32,8,102,17,32,2,4,-2,0,2,3,3,0,4,10,1,1,27,9,0,0,2
20027,2020/4/21,25,14,24,12,28,13,12,13,14,24,25,28,6,116,19.33,26,2,4,-2,0,1,3,3,0,5,6,3,2,16,10,0,0,0
20026,2020/4/19,31,19,1,9,4,18,1,4,9,18,19,31,6,82,13.67,32,4,2,2,1,0,3,3,0,4,10,1,1,30,12,1,2,2
20025,2020/4/16,15,20,29,1,9,10,1,9,10,15,20,29,2,84,14,24,4,2,2,1,0,2,4,-2,4,6,1,1,28,9,0,2,2
20024,2020/4/14,10,28,13,27,31,29,10,13,27,28,29,31,8,138,23,28,4,2,2,2,0,4,2,2,6,6,2,1,21,14,0,0,2
20023,2020/4/12,30,33,4,20,5,21,4,5,20,21,30,33,8,113,18.83,13,3,3,0,0,0,4,2,2,5,8,2,2,29,15,1,2,1
20022,2020/4/9,10,20,2,22,25,30,2,10,20,22,25,30,2,109,18.17,9,1,5,-4,0,3,4,2,2,3,6,0,0,28,10,1,1,1
20021,2020/4/7,16,27,2,14,31,6,2,6,14,16,27,31,7,96,16,26,2,4,-2,1,3,2,4,-2,5,8,0,0,29,11,1,1,3
20020,2020/4/5,13,1,9,6,15,22,1,6,9,13,15,22,14,66,11,26,4,2,2,2,0,1,5,-4,6,8,0,0,21,7,0,1,0
20019,2020/4/2,28,19,27,33,30,15,15,19,27,28,30,33,3,152,25.33,32,4,2,2,2,1,5,1,4,6,9,1,1,18,8,0,0,0
20018,2020/3/31,7,5,11,17,22,8,5,7,8,11,17,22,13,70,11.67,30,4,2,2,2,0,2,4,-2,5,8,1,1,17,6,0,1,2
20017,2020/3/29,7,27,15,4,20,2,2,4,7,15,20,27,4,75,12.5,25,3,3,0,1,1,2,4,-2,5,8,0,0,25,8,1,1,2
20016,2020/3/26,17,8,24,6,5,27,5,6,8,17,24,27,7,87,14.5,37,3,3,0,0,1,3,3,0,5,8,1,1,22,9,0,2,1
20015,2020/3/24,9,8,30,22,24,33,8,9,22,24,30,33,1,126,21,26,2,4,-2,0,2,4,2,2,6,10,1,1,25,13,0,1,2
20014,2020/3/22,12,2,8,10,7,16,2,7,8,10,12,16,7,55,9.17,25,1,5,-4,0,3,0,6,-6,5,5,1,1,14,5,1,3,1
20013,2020/3/19,8,20,30,2,21,10,2,8,10,20,21,30,14,91,15.17,11,1,5,-4,0,3,3,3,0,4,9,1,1,28,10,0,0,1
20012,2020/3/17,31,14,23,4,26,13,4,13,14,23,26,31,9,111,18.5,21,3,3,0,0,0,3,3,0,4,8,1,1,27,9,1,1,1
20011,2020/3/15,7,5,4,29,17,18,4,5,7,17,18,29,1,80,13.33,40,4,2,2,2,0,3,3,0,5,6,2,2,25,11,0,0,0
20010,2020/3/12,14,22,32,11,31,27,11,14,22,27,31,32,9,137,22.83,17,3,3,0,1,1,4,2,2,4,9,1,1,21,8,0,1,1
20009,2020/1/21,8,6,14,19,26,3,3,6,8,14,19,26,12,76,12.67,36,2,4,-2,0,2,2,4,-2,5,8,0,0,23,7,0,1,1
20008,2020/1/19,10,1,11,6,28,4,1,4,6,10,11,28,16,60,10,20,2,4,-2,0,2,1,5,-4,5,9,1,1,27,17,0,0,3
20007,2020/1/16,17,25,20,12,31,5,5,12,17,20,25,31,10,110,18.33,20,4,2,2,1,0,4,2,2,5,8,0,0,26,7,0,1,3
20006,2020/1/14,10,4,5,16,3,32,3,4,5,10,16,32,9,70,11.67,20,2,4,-2,0,2,1,5,-4,6,8,2,1,29,16,1,2,2
20005,2020/1/12,22,11,26,32,16,17,11,16,17,22,26,32,4,124,20.67,24,2,4,-2,0,2,4,2,2,4,5,1,1,21,6,1,2,3
20004,2020/1/9,27,15,2,32,17,33,2,15,17,27,32,33,3,126,21,26,4,2,2,2,0,4,2,2,4,9,1,1,31,13,0,2,2
20003,2020/1/7,9,30,32,17,26,29,9,17,26,29,30,32,3,143,23.83,33,3,3,0,1,1,5,1,4,5,9,1,1,23,9,0,2,2
20002,2020/1/5,29,15,14,4,16,9,4,9,14,15,16,29,11,87,14.5,37,3,3,0,0,0,1,5,-4,4,8,2,1,25,13,0,2,3
20001,2020/1/2,15,26,2,29,30,23,2,15,23,26,29,30,2,125,20.83,25,3,3,0,1,0,4,2,2,6,9,1,1,28,13,1,2,1
19151,2019/12/31,18,2,26,6,9,24,2,6,9,18,24,26,14,85,14.17,35,1,5,-4,0,3,3,3,0,5,10,0,0,24,9,1,2,1
19150,2019/12/29,22,2,14,27,29,9,2,9,14,22,27,29,2,103,17.17,33,3,3,0,1,1,3,3,0,4,6,0,0,27,8,0,1,3
19149,2019/12/26,6,27,28,31,1,33,1,6,27,28,31,33,7,126,21,26,4,2,2,1,0,4,2,2,5,8,1,1,32,21,0,1,2
19148,2019/12/24,26,10,9,13,27,20,9,10,13,20,26,27,8,105,17.5,25,3,3,0,0,1,3,3,0,5,7,2,2,18,7,1,2,3
19147,2019/12/22,23,12,27,1,14,9,1,9,12,14,23,27,12,86,14.33,26,4,2,2,2,1,2,4,-2,6,8,0,0,26,9,1,2,1
19146,2019/12/19,12,10,1,30,4,32,1,4,10,12,30,32,14,89,14.83,9,1,5,-4,0,4,2,4,-2,4,8,0,0,31,18,1,1,1
19145,2019/12/17,13,8,17,1,18,19,1,8,13,17,18,19,16,76,12.67,36,4,2,2,1,0,3,3,0,5,8,2,1,18,7,0,1,3
19144,2019/12/15,2,30,19,15,12,27,2,12,15,19,27,30,3,105,17.5,25,3,3,0,2,1,3,3,0,5,8,0,0,28,10,1,1,3
19143,2019/12/12,32,13,5,26,15,16,5,13,15,16,26,32,9,107,17.83,27,3,3,0,2,2,2,4,-2,4,8,1,1,27,10,0,0,4
19142,2019/12/10,24,27,29,8,33,14,8,14,24,27,29,33,9,135,22.5,35,3,3,0,2,2,4,2,2,5,8,0,0,25,10,1,2,1
19141,2019/12/8,33,17,13,15,10,14,10,13,14,15,17,33,14,102,17,22,4,2,2,2,0,2,4,-2,5,6,2,1,23,16,0,1,3
19140,2019/12/5,11,9,4,22,2,14,2,4,9,11,14,22,5,62,10.33,22,2,4,-2,1,2,1,5,-4,4,7,0,0,20,8,0,1,2
19139,2019/12/3,33,8,20,23,30,14,8,14,20,23,30,33,11,128,21.33,18,2,4,-2,0,2,4,2,2,4,7,0,0,25,7,0,1,2
19138,2019/12/1,6,32,31,30,2,12,2,6,12,30,31,32,11,113,18.83,13,1,5,-4,0,3,3,3,0,4,9,2,1,30,18,0,1,4
19137,2019/11/28,31,23,7,10,19,13,7,10,13,19,23,31,6,103,17.17,23,5,1,4,3,0,3,3,0,5,7,0,0,24,8,0,0,1
19136,2019/11/26,29,33,15,12,17,14,12,14,15,17,29,33,12,120,20,30,4,2,2,3,1,3,3,0,6,8,1,1,21,12,1,1,1
19135,2019/11/24,27,6,11,10,33,3,3,6,10,11,27,33,3,90,15,20,4,2,2,2,1,2,4,-2,5,10,1,1,30,16,0,1,1
19134,2019/11/21,30,22,6,1,4,29,1,4,6,22,29,30,3,92,15.33,22,2,4,-2,0,2,3,3,0,6,10,1,1,29,16,0,0,4
19133,2019/11/19,7,3,16,24,31,21,3,7,16,21,24,31,7,102,17,22,4,2,2,1,0,3,3,0,5,10,0,0,28,9,0,0,2
19132,2019/11/17,19,4,11,6,14,33,4,6,11,14,19,33,7,87,14.5,27,3,3,0,1,1,2,4,-2,5,8,0,0,29,14,0,1,1
19131,2019/11/14,24,9,31,17,19,20,9,17,19,20,24,31,4,120,20,30,4,2,2,2,1,5,1,4,5,8,1,1,22,8,1,2,1
19130,2019/11/12,9,32,11,1,24,7,1,7,9,11,24,32,16,84,14,24,4,2,2,3,1,2,4,-2,5,7,0,0,31,13,0,2,0
19129,2019/11/10,15,3,4,7,26,9,3,4,7,9,15,26,7,64,10.67,34,4,2,2,2,0,1,5,-4,6,8,1,1,23,11,1,1,4
19128,2019/11/7,16,3,12,17,8,19,3,8,12,16,17,19,8,75,12.5,35,3,3,0,1,2,2,4,-2,6,7,1,1,16,5,1,2,3
19127,2019/11/5,2,7,24,12,17,6,2,6,7,12,17,24,10,68,11.33,28,2,4,-2,0,1,2,4,-2,4,7,1,1,22,7,1,2,0
19126,2019/11/3,14,17,33,2,29,32,2,14,17,29,32,33,16,127,21.17,27,3,3,0,1,1,4,2,2,5,6,1,1,31,12,1,2,0
19125,2019/10/31,29,27,2,12,26,11,2,11,12,26,27,29,3,107,17.83,27,3,3,0,1,1,3,3,0,5,8,2,2,27,14,0,0,1
19124,2019/10/29,32,9,31,33,4,30,4,9,30,31,32,33,1,139,23.17,19,3,3,0,0,0,4,2,2,6,7,3,1,29,21,0,1,2
19123,2019/10/27,6,17,2,28,8,30,2,6,8,17,28,30,6,91,15.17,31,1,5,-4,0,3,3,3,0,5,7,0,0,28,11,0,0,0
19122,2019/10/24,4,21,19,10,15,23,4,10,15,19,21,23,2,92,15.33,22,4,2,2,3,1,3,3,0,6,6,0,0,19,6,1,2,0
19121,2019/10/22,31,21,2,30,6,15,2,6,15,21,30,31,2,105,17.5,15,3,3,0,1,1,3,3,0,5,8,1,1,29,9,0,1,2
19120,2019/10/20,31,10,32,33,12,27,10,12,27,31,32,33,3,145,24.17,15,3,3,0,1,1,4,2,2,5,7,2,1,23,15,1,1,2
19119,2019/10/17,4,22,26,24,20,33,4,20,22,24,26,33,7,129,21.5,19,1,5,-4,0,4,5,1,4,5,7,0,0,29,16,0,0,2
19118,2019/10/15,15,25,12,31,28,14,12,14,15,25,28,31,4,125,20.83,25,3,3,0,1,1,3,3,0,5,6,1,1,19,10,0,1,2
19117,2019/10/13,5,33,11,28,3,32,3,5,11,28,32,33,1,112,18.67,22,4,2,2,2,1,3,3,0,5,10,1,1,30,17,1,1,1
19116,2019/10/10,33,9,13,8,16,1,1,8,9,13,16,33,1,80,13.33,30,4,2,2,1,0,1,5,-4,5,8,1,1,32,17,0,0,3
19115,2019/10/8,11,14,29,15,10,4,4,10,11,14,15,29,5,83,13.83,23,3,3,0,1,1,1,5,-4,5,8,2,2,25,14,0,2,3
19114,2019/9/29,11,12,30,9,4,2,2,4,9,11,12,30,1,68,11.33,18,2,4,-2,1,2,1,5,-4,5,8,1,1,28,18,0,0,2
19113,2019/9/26,1,25,33,19,5,21,1,5,19,21,25,33,15,104,17.33,24,6,0,6,5,0,4,2,2,4,7,0,0,32,14,0,0,0
19112,2019/9/24,3,17,23,14,27,12,3,12,14,17,23,27,1,96,16,26,4,2,2,2,1,3,3,0,4,8,0,0,24,9,0,0,2
19111,2019/9/22,22,24,20,33,7,18,7,18,20,22,24,33,1,124,20.67,24,2,4,-2,0,3,5,1,4,6,4,0,0,26,11,1,2,0
19110,2019/9/19,28,26,18,22,1,27,1,18,22,26,27,28,8,122,20.33,32,2,4,-2,0,2,5,1,4,5,8,2,1,27,17,0,1,2
19109,2019/9/17,28,7,6,17,31,3,3,6,7,17,28,31,10,92,15.33,32,4,2,2,1,0,3,3,0,5,6,1,1,28,11,0,1,2
19108,2019/9/15,19,32,13,25,22,7,7,13,19,22,25,32,13,118,19.67,28,4,2,2,2,0,4,2,2,5,6,0,0,25,7,1,1,2
19107,2019/9/12,6,8,2,32,23,27,2,6,8,23,27,32,2,98,16.33,28,2,4,-2,1,2,3,3,0,5,8,0,0,30,15,1,2,2
19106,2019/9/10,22,14,33,30,27,2,2,14,22,27,30,33,14,128,21.33,18,2,4,-2,0,2,4,2,2,5,8,0,0,31,12,2,2,2
19105,2019/9/8,17,33,26,13,15,2,2,13,15,17,26,33,1,106,17.67,26,4,2,2,2,0,3,3,0,5,7,0,0,31,11,1,1,3
19104,2019/9/5,24,1,16,5,17,18,1,5,16,17,18,24,10,81,13.5,31,3,3,0,1,1,3,3,0,6,9,2,1,23,11,0,0,1
19103,2019/9/3,21,27,14,4,29,12,4,12,14,21,27,29,12,107,17.83,27,3,3,0,2,2,3,3,0,5,6,0,0,25,8,0,1,2
19102,2019/9/1,3,32,16,8,20,12,3,8,12,16,20,32,12,91,15.17,21,1,5,-4,0,4,2,4,-2,5,6,0,0,29,12,0,0,4
19101,2019/8/29,21,31,1,9,4,33,1,4,9,21,31,33,5,99,16.5,19,5,1,4,3,0,3,3,0,4,9,0,0,32,12,2,2,2
19100,2019/8/27,1,30,32,4,13,12,1,4,12,13,30,32,8,92,15.33,12,2,4,-2,0,2,2,4,-2,5,10,1,1,31,17,0,1,1
19099,2019/8/25,22,23,30,14,27,7,7,14,22,23,27,30,8,123,20.5,23,3,3,0,1,1,4,2,2,5,7,1,1,23,8,0,1,1
19098,2019/8/22,14,11,3,12,17,26,3,11,12,14,17,26,9,83,13.83,23,3,3,0,1,1,2,4,-2,6,7,1,1,23,9,1,1,2
19097,2019/8/20,18,3,25,5,31,24,3,5,18,24,25,31,9,106,17.67,26,4,2,2,2,1,4,2,2,5,7,1,1,28,13,0,2,1
19096,2019/8/18,27,18,7,5,12,32,5,7,12,18,27,32,11,101,16.83,31,3,3,0,1,1,3,3,0,4,8,0,0,27,9,0,1,2
19095,2019/8/15,14,28,2,5,19,21,2,5,14,19,21,28,1,89,14.83,29,3,3,0,1,0,3,3,0,6,7,0,0,26,9,0,2,2
19094,2019/8/13,10,27,12,5,19,18,5,10,12,18,19,27,6,91,15.17,31,3,3,0,1,2,3,3,0,6,7,1,1,22,8,1,1,2
19093,2019/8/11,22,8,5,20,9,7,5,7,8,9,20,22,2,71,11.83,31,3,3,0,1,1,2,4,-2,6,5,2,1,17,11,0,1,1
19092,2019/8/8,33,27,32,9,28,17,9,17,27,28,32,33,8,146,24.33,36,4,2,2,2,1,5,1,4,5,8,2,2,24,10,0,1,3
19091,2019/8/6,24,21,32,10,29,7,7,10,21,24,29,32,11,123,20.5,23,3,3,0,0,0,4,2,2,6,4,0,0,25,11,0,0,2
19090,2019/8/4,8,2,6,14,3,22,2,3,6,8,14,22,4,55,9.17,25,1,5,-4,0,3,1,5,-4,5,8,1,1,20,8,2,3,1
19089,2019/8/1,2,14,20,4,16,22,2,4,14,16,20,22,11,78,13,18,0,6,-6,0,5,2,4,-2,4,5,0,0,20,10,0,1,4
19088,2019/7/30,21,29,14,15,23,13,13,14,15,21,23,29,13,115,19.17,25,5,1,4,3,0,3,3,0,5,5,2,1,16,6,0,1,1
19087,2019/7/28,7,21,30,4,9,5,4,5,7,9,21,30,4,76,12.67,26,4,2,2,3,0,2,4,-2,6,9,1,1,26,12,0,0,2
19086,2019/7/25,26,31,22,24,28,16,16,22,24,26,28,31,6,147,24.5,27,1,5,-4,0,4,5,1,4,5,6,0,0,15,6,0,1,1
19085,2019/7/23,1,4,18,29,24,14,1,4,14,18,24,29,4,90,15,30,2,4,-2,0,3,3,3,0,4,9,0,0,28,10,2,3,0
19084,2019/7/21,4,27,14,20,8,18,4,8,14,18,20,27,3,91,15.17,31,1,5,-4,0,4,3,3,0,4,7,0,0,23,7,0,0,3
19083,2019/7/18,6,31,15,28,26,17,6,15,17,26,28,31,3,123,20.5,33,3,3,0,1,1,4,2,2,5,6,0,0,25,9,0,1,3
19082,2019/7/16,19,28,22,7,16,24,7,16,19,22,24,28,2,116,19.33,36,2,4,-2,0,2,4,2,2,6,6,0,0,21,9,0,1,1
19081,2019/7/14,27,32,5,31,24,29,5,24,27,29,31,32,10,148,24.67,28,4,2,2,2,0,5,1,4,6,7,1,1,27,19,1,2,2
19080,2019/7/11,3,6,8,32,24,20,3,6,8,20,24,32,7,93,15.5,23,1,5,-4,0,4,3,3,0,6,9,0,0,29,12,0,2,3
19079,2019/7/9,1,31,9,3,19,6,1,3,6,9,19,31,16,69,11.5,29,5,1,4,3,0,2,4,-2,4,9,0,0,30,12,1,2,0
19078,2019/7/7,1,29,27,33,31,17,1,17,27,29,31,33,12,138,23,28,6,0,6,5,0,5,1,4,4,6,0,0,32,16,0,0,1
19077,2019/7/4,22,11,18,13,21,9,9,11,13,18,21,22,15,94,15.67,24,4,2,2,2,0,3,3,0,5,7,1,1,13,5,0,0,4
19076,2019/7/2,12,20,15,29,32,19,12,15,19,20,29,32,14,127,21.17,27,3,3,0,1,0,4,2,2,4,8,1,1,20,9,0,1,2
19075,2019/6/30,33,20,5,8,31,22,5,8,20,22,31,33,3,119,19.83,19,3,3,0,1,2,4,2,2,6,8,0,0,28,12,2,2,2
19074,2019/6/27,33,29,21,12,31,27,12,21,27,29,31,33,4,153,25.5,23,5,1,4,4,0,5,1,4,5,6,0,0,21,9,0,1,0
19073,2019/6/25,12,18,16,1,2,6,1,2,6,12,16,18,8,55,9.17,25,1,5,-4,0,4,1,5,-4,4,7,1,1,17,6,0,1,3
19072,2019/6/23,13,9,22,30,15,2,2,9,13,15,22,30,15,91,15.17,21,3,3,0,2,1,2,4,-2,5,8,0,0,28,8,1,1,3
19071,2019/6/20,29,8,1,24,19,30,1,8,19,24,29,30,4,111,18.5,31,3,3,0,0,0,4,2,2,5,8,1,1,29,11,0,2,1
19070,2019/6/18,18,15,19,32,24,6,6,15,18,19,24,32,9,114,19,34,2,4,-2,0,1,4,2,2,6,8,1,1,26,9,2,2,3
19069,2019/6/16,21,11,6,25,19,16,6,11,16,19,21,25,1,98,16.33,28,4,2,2,2,0,3,3,0,4,7,0,0,19,5,0,0,3
19068,2019/6/13,20,26,33,24,3,14,3,14,20,24,26,33,10,120,20,20,2,4,-2,0,3,4,2,2,4,9,0,0,30,11,1,1,1
19067,2019/6/11,4,8,33,6,30,11,4,6,8,11,30,33,11,92,15.33,22,2,4,-2,0,2,2,4,-2,6,7,0,0,29,19,0,0,1
19066,2019/6/9,14,20,17,22,1,32,1,14,17,20,22,32,4,106,17.67,16,2,4,-2,0,2,4,2,2,5,9,0,0,31,13,0,1,1
19065,2019/6/6,6,15,26,20,11,9,6,9,11,15,20,26,10,87,14.5,27,3,3,0,2,1,2,4,-2,5,6,0,0,20,6,0,1,2
19064,2019/6/4,25,20,33,12,24,30,12,20,24,25,30,33,12,144,24,14,2,4,-2,0,2,5,1,4,5,7,1,1,21,8,0,0,2
19063,2019/6/2,1,14,29,22,31,19,1,14,19,22,29,31,16,116,19.33,26,4,2,2,1,0,4,2,2,4,10,0,0,30,13,0,0,4
19062,2019/5/30,30,7,26,16,23,13,7,13,16,23,26,30,1,115,19.17,25,3,3,0,1,1,3,3,0,4,7,0,0,23,7,0,0,4
19061,2019/5/28,27,17,19,24,3,31,3,17,19,24,27,31,12,121,20.17,31,5,1,4,3,0,5,1,4,5,8,0,0,28,14,1,2,3
