No,Date,O1,O2,O3,O4,O5,R1,R2,R3,R4,R5,B1,B2,和值,平均值,尾数和值 ,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
13081,2013/7/15,15,23,17,7,9,7,9,15,17,23,2,7,71,14.2,31,5,0,5,4,0,1,4,-3,4,2,0,0,16,6,0,1,1
13082,2013/7/17,9,26,3,33,25,3,9,25,26,33,3,12,96,19.2,26,4,1,3,2,0,3,2,1,4,6,1,1,30,16,1,1,0
13083,2013/7/20,35,30,26,32,29,26,29,30,32,35,4,10,152,30.4,22,2,3,-1,0,1,5,0,5,5,3,1,1,9,3,0,1,2
13084,2013/7/22,22,8,29,26,35,8,22,26,29,35,1,5,120,24,30,2,3,-1,1,2,4,1,3,5,6,0,0,27,14,1,3,1
13085,2013/7/24,32,27,8,19,23,8,19,23,27,32,3,5,109,21.8,29,3,2,1,2,0,4,1,3,5,5,0,0,24,11,1,1,2
13086,2013/7/27,16,9,29,31,26,9,16,26,29,31,6,9,111,22.2,31,3,2,1,1,1,3,2,1,3,6,0,0,22,10,0,0,3
13087,2013/7/29,12,32,22,9,34,9,12,22,32,34,2,4,109,21.8,19,1,4,-3,0,3,3,2,1,3,5,0,0,25,10,1,1,1
13088,2013/7/31,8,35,3,5,33,3,5,8,33,35,1,3,84,16.8,24,4,1,3,2,0,2,3,-1,3,4,0,0,32,25,0,0,3
13089,2013/8/3,24,29,7,23,6,6,7,23,24,29,4,11,89,17.8,29,3,2,1,1,0,3,2,1,5,4,2,2,23,16,0,0,2
13090,2013/8/5,26,30,2,33,31,2,26,30,31,33,11,12,122,24.4,12,2,3,-1,1,2,4,1,3,5,6,1,1,31,24,0,0,1
13091,2013/8/7,34,35,9,4,28,4,9,28,34,35,2,8,110,22,30,2,3,-1,0,1,3,2,1,4,6,1,1,31,19,0,0,1
13092,2013/8/10,21,10,33,27,7,7,10,21,27,33,3,9,98,19.6,18,4,1,3,2,0,3,2,1,4,5,0,0,26,11,0,0,3
13093,2013/8/12,5,26,18,17,1,1,5,17,18,26,5,7,67,13.4,27,3,2,1,2,1,2,3,-1,5,6,1,1,25,12,0,0,1
13094,2013/8/14,34,33,3,35,28,3,28,33,34,35,6,9,133,26.6,23,3,2,1,0,0,4,1,3,4,5,2,1,32,25,0,0,0
13095,2013/8/17,33,17,30,3,28,3,17,28,30,33,1,10,111,22.2,21,3,2,1,1,1,3,2,1,4,6,0,0,30,14,1,3,1
13096,2013/8/19,26,22,19,20,17,17,19,20,22,26,6,8,104,20.8,24,2,3,-1,1,2,4,1,3,5,4,1,1,9,4,0,1,0
13097,2013/8/21,7,13,17,8,32,7,8,13,17,32,3,8,77,15.4,27,3,2,1,1,0,1,4,-3,4,6,1,1,25,15,0,1,0
13098,2013/8/24,6,16,2,34,29,2,6,16,29,34,10,11,87,17.4,27,1,4,-3,0,2,2,3,-1,4,6,0,0,32,13,0,0,2
13099,2013/8/26,11,4,33,28,30,4,11,28,30,33,5,12,106,21.2,16,2,3,-1,0,1,3,2,1,5,6,0,0,29,17,0,0,3
13100,2013/8/28,26,12,24,30,9,9,12,24,26,30,5,9,101,20.2,21,1,4,-3,0,3,3,2,1,5,6,0,0,21,12,0,1,1
13101,2013/8/31,9,32,15,4,13,4,9,13,15,32,2,9,73,14.6,23,3,2,1,2,0,1,4,-3,5,6,0,0,28,17,0,1,1
13102,2013/9/2,6,19,26,15,12,6,12,15,19,26,2,11,78,15.6,28,2,3,-1,1,1,2,3,-1,4,5,0,0,20,7,0,1,1
13103,2013/9/4,5,13,8,16,31,5,8,13,16,31,3,9,73,14.6,23,3,2,1,0,0,1,4,-3,5,4,0,0,26,15,0,0,3
13104,2013/9/7,5,29,27,11,2,2,5,11,27,29,1,11,74,14.8,24,4,1,3,3,0,2,3,-1,5,6,0,0,27,16,0,1,0
13105,2013/9/9,7,27,30,34,13,7,13,27,30,34,1,12,111,22.2,21,3,2,1,2,1,3,2,1,4,6,0,0,27,14,0,1,1
13106,2013/9/11,6,7,27,12,13,6,7,12,13,27,3,12,65,13,25,3,2,1,1,0,1,4,-3,4,4,2,2,21,14,0,3,2
13107,2013/9/14,25,18,13,14,7,7,13,14,18,25,5,12,77,15.4,27,3,2,1,1,1,2,3,-1,5,4,1,1,18,7,0,2,3
13108,2013/9/16,13,10,5,15,18,5,10,13,15,18,2,11,61,12.2,21,3,2,1,1,0,1,4,-3,4,2,0,0,13,5,0,2,2
13109,2013/9/18,32,26,13,29,20,13,20,26,29,32,2,6,120,24,20,2,3,-1,0,1,4,1,3,5,4,0,0,19,7,0,1,0
13110,2013/9/21,33,32,16,7,18,7,16,18,32,33,2,7,106,21.2,26,2,3,-1,0,2,3,2,1,5,6,1,1,26,14,0,1,1
13111,2013/9/23,13,20,7,27,12,7,12,13,20,27,1,3,79,15.8,19,3,2,1,0,0,2,3,-1,4,5,1,1,20,7,1,1,0
13112,2013/9/25,22,29,10,20,2,2,10,20,22,29,5,12,83,16.6,13,1,4,-3,0,3,3,2,1,3,6,0,0,27,10,0,1,0
13113,2013/9/28,19,21,23,28,30,19,21,23,28,30,8,12,121,24.2,21,3,2,1,2,1,5,0,5,5,2,0,0,11,5,0,0,5
13114,2013/9/30,21,17,33,23,6,6,17,21,23,33,1,9,100,20,20,4,1,3,3,0,3,2,1,4,6,0,0,27,11,0,2,0
13115,2013/10/2,29,34,16,5,32,5,16,29,32,34,4,11,116,23.2,26,2,3,-1,0,1,3,2,1,5,6,0,0,29,13,0,0,4
13116,2013/10/5,13,23,22,33,30,13,22,23,30,33,9,11,121,24.2,11,3,2,1,0,0,4,1,3,3,5,1,1,20,9,0,0,2
13117,2013/10/7,23,25,16,33,5,5,16,23,25,33,7,12,102,20.4,22,4,1,3,2,0,3,2,1,3,6,0,0,28,11,2,2,1
13118,2013/10/9,31,6,11,4,20,4,6,11,20,31,1,5,72,14.4,12,2,3,-1,0,1,2,3,-1,4,6,0,0,27,11,0,0,2
13119,2013/10/12,1,23,16,2,35,1,2,16,23,35,1,11,77,15.4,17,3,2,1,1,1,2,3,-1,5,6,1,1,34,14,0,0,0
13120,2013/10/14,26,22,15,6,14,6,14,15,22,26,3,11,83,16.6,23,1,4,-3,0,2,2,3,-1,4,5,1,1,20,8,0,0,2
13121,2013/10/16,19,20,3,24,18,3,18,19,20,24,3,12,84,16.8,24,2,3,-1,0,1,4,1,3,5,5,2,1,21,15,0,0,0
13122,2013/10/19,17,20,35,24,15,15,17,20,24,35,4,12,111,22.2,21,3,2,1,1,1,3,2,1,4,6,0,0,20,11,0,2,2
13123,2013/10/21,10,34,9,33,2,2,9,10,33,34,5,12,88,17.6,18,2,3,-1,0,0,2,3,-1,5,4,2,2,32,23,0,0,1
13124,2013/10/23,7,21,32,5,18,5,7,18,21,32,10,11,83,16.6,23,3,2,1,1,0,3,2,1,5,4,0,0,27,11,0,0,1
13125,2013/10/26,14,28,23,4,8,4,8,14,23,28,4,8,77,15.4,27,1,4,-3,0,2,2,3,-1,3,6,0,0,24,9,0,0,2
13126,2013/10/28,10,9,15,18,30,9,10,15,18,30,3,6,82,16.4,22,2,3,-1,0,1,2,3,-1,4,6,1,1,21,12,0,0,2
13127,2013/10/30,3,16,32,19,14,3,14,16,19,32,5,10,84,16.8,24,2,3,-1,0,1,2,3,-1,5,4,0,0,29,13,0,0,3
13128,2013/11/2,27,35,13,33,11,11,13,27,33,35,1,2,119,23.8,19,5,0,5,4,0,3,2,1,4,4,0,0,24,14,0,0,2
13129,2013/11/4,29,30,33,23,11,11,23,29,30,33,1,4,126,25.2,16,4,1,3,2,0,4,1,3,4,6,1,1,22,12,1,2,0
13130,2013/11/6,15,8,30,9,19,8,9,15,19,30,6,9,81,16.2,31,3,2,1,2,0,2,3,-1,4,5,1,1,22,11,0,1,1
13131,2013/11/9,29,31,15,12,30,12,15,29,30,31,4,12,117,23.4,17,3,2,1,1,0,3,2,1,5,5,2,1,19,14,0,2,2
13132,2013/11/11,28,26,34,23,31,23,26,28,31,34,2,10,142,28.4,22,2,3,-1,0,1,5,0,5,5,2,0,0,11,3,0,1,2
13133,2013/11/13,10,8,2,16,17,2,8,10,16,17,9,12,53,10.6,23,1,4,-3,0,3,0,5,-5,5,4,1,1,15,6,0,0,0
13134,2013/11/16,32,13,2,23,19,2,13,19,23,32,2,9,89,17.8,19,3,2,1,2,0,3,2,1,3,6,0,0,30,11,1,1,0
13135,2013/11/18,4,19,25,13,26,4,13,19,25,26,7,12,87,17.4,27,3,2,1,2,0,3,2,1,5,5,1,1,22,9,2,2,0
13136,2013/11/20,25,5,28,11,15,5,11,15,25,28,5,11,84,16.8,24,4,1,3,3,0,2,3,-1,3,5,0,0,23,10,1,1,2
13137,2013/11/23,12,32,4,33,34,4,12,32,33,34,6,8,115,23,15,1,4,-3,0,2,3,2,1,3,5,2,1,30,20,0,0,2
13138,2013/11/25,17,24,8,3,13,3,8,13,17,24,7,9,65,13,25,3,2,1,1,0,1,4,-3,4,5,0,0,21,7,0,0,2
13139,2013/11/27,6,5,31,18,20,5,6,18,20,31,6,7,80,16,20,2,3,-1,0,2,3,2,1,5,5,1,1,26,12,0,0,1
13140,2013/11/30,1,26,17,28,12,1,12,17,26,28,1,6,84,16.8,24,2,3,-1,0,1,2,3,-1,5,4,0,0,27,11,0,0,1
13141,2013/12/2,15,25,31,18,5,5,15,18,25,31,8,10,94,18.8,24,4,1,3,2,0,3,2,1,3,4,0,0,26,10,0,0,2
13142,2013/12/4,29,6,25,11,28,6,11,25,28,29,4,12,99,19.8,29,3,2,1,1,0,3,2,1,5,6,1,1,23,14,0,1,1
13143,2013/12/7,3,31,14,8,21,3,8,14,21,31,6,8,77,15.4,17,3,2,1,1,1,2,3,-1,4,6,0,0,28,10,0,0,0
13144,2013/12/9,35,23,20,21,3,3,20,21,23,35,2,8,102,20.4,12,4,1,3,2,0,4,1,3,4,6,1,1,32,17,1,2,1
13145,2013/12/11,20,18,2,13,15,2,13,15,18,20,2,11,68,13.6,18,2,3,-1,1,1,2,3,-1,5,4,0,0,18,11,0,1,2
13146,2013/12/14,25,31,6,7,15,6,7,15,25,31,1,9,84,16.8,24,4,1,3,3,0,2,3,-1,4,6,1,1,25,10,1,1,0
13147,2013/12/16,3,25,24,22,9,3,9,22,24,25,5,9,83,16.6,23,3,2,1,1,1,3,2,1,5,6,1,1,22,13,0,1,1
13148,2013/12/18,9,2,5,32,29,2,5,9,29,32,3,7,77,15.4,27,3,2,1,2,0,2,3,-1,3,4,0,0,30,20,0,1,1
13149,2013/12/21,9,7,6,13,8,6,7,8,9,13,5,7,43,8.6,33,3,2,1,1,0,0,5,-5,5,3,3,1,7,4,0,1,2
13150,2013/12/23,22,18,6,7,14,6,7,14,18,22,8,11,67,13.4,27,1,4,-3,0,2,2,3,-1,5,4,1,1,16,7,2,2,3
13151,2013/12/25,27,2,13,21,30,2,13,21,27,30,3,4,93,18.6,13,3,2,1,2,0,3,2,1,5,6,0,0,28,11,0,0,2
13152,2013/12/28,9,12,14,19,18,9,12,14,18,19,3,9,72,14.4,32,2,3,-1,0,2,2,3,-1,4,5,1,1,10,4,0,0,2
13153,2013/12/30,5,16,30,17,4,4,5,16,17,30,3,9,72,14.4,22,2,3,-1,0,0,1,4,-3,5,3,2,2,26,13,0,0,1
14001,2014/1/1,5,13,20,23,29,5,13,20,23,29,8,11,90,18,20,4,1,3,2,0,3,2,1,4,6,0,0,24,8,0,1,2
14002,2014/1/4,29,1,12,21,24,1,12,21,24,29,1,7,87,17.4,17,3,2,1,0,0,3,2,1,4,6,0,0,28,11,1,1,3
14003,2014/1/6,11,21,13,33,7,7,11,13,21,33,5,6,85,17,15,5,0,5,4,0,2,3,-1,3,6,0,0,26,12,0,1,2
14004,2014/1/8,28,10,27,19,7,7,10,19,27,28,9,12,91,18.2,31,3,2,1,1,0,3,2,1,4,5,1,1,21,9,1,1,1
14005,2014/1/11,29,17,15,33,18,15,17,18,29,33,4,8,112,22.4,32,4,1,3,2,0,3,2,1,5,6,1,1,18,11,0,0,2
14006,2014/1/13,7,1,35,16,4,1,4,7,16,35,6,8,63,12.6,23,3,2,1,0,0,1,4,-3,5,5,0,0,34,19,0,0,1
14007,2014/1/15,21,8,11,32,14,8,11,14,21,32,3,11,86,17.2,16,2,3,-1,0,0,2,3,-1,4,5,0,0,24,11,0,0,1
14008,2014/1/18,13,11,20,28,35,11,13,20,28,35,1,5,107,21.4,17,3,2,1,1,1,3,2,1,5,4,0,0,24,8,0,1,2
14009,2014/1/20,33,25,29,10,18,10,18,25,29,33,7,8,115,23,25,3,2,1,2,1,4,1,3,5,3,0,0,23,8,0,0,2
14010,2014/1/22,27,10,26,20,5,5,10,20,26,27,1,3,88,17.6,18,2,3,-1,0,2,3,2,1,4,6,1,1,22,10,0,1,1
14011,2014/1/25,4,14,6,24,35,4,6,14,24,35,7,12,83,16.6,23,1,4,-3,0,3,2,3,-1,3,5,0,0,31,11,0,0,2
14012,2014/1/27,21,23,9,20,29,9,20,21,23,29,5,7,102,20.4,22,4,1,3,2,0,4,1,3,4,6,1,1,20,11,0,0,1
14013,2014/1/29,28,13,22,11,10,10,11,13,22,28,4,12,84,16.8,14,2,3,-1,1,1,2,3,-1,5,6,1,1,18,9,0,0,3
14014,2014/2/8,9,1,29,11,27,1,9,11,27,29,3,11,77,15.4,27,5,0,5,4,0,2,3,-1,3,4,0,0,28,16,0,1,4
14015,2014/2/10,6,30,20,4,18,4,6,18,20,30,5,7,78,15.6,18,0,5,-5,0,4,3,2,1,4,3,0,0,26,12,0,0,1
14016,2014/2/12,34,6,13,4,24,4,6,13,24,34,4,9,81,16.2,21,1,4,-3,0,2,2,3,-1,3,6,0,0,30,11,2,2,0
14017,2014/2/15,23,5,10,11,34,5,10,11,23,34,1,10,83,16.6,13,3,2,1,1,0,2,3,-1,5,6,1,1,29,12,1,1,2
14018,2014/2/17,34,9,12,28,8,8,9,12,28,34,2,12,91,18.2,31,1,4,-3,0,2,2,3,-1,4,6,1,1,26,16,1,1,2
14019,2014/2/19,32,7,29,22,12,7,12,22,29,32,11,12,102,20.4,22,2,3,-1,0,1,3,2,1,3,5,0,0,25,10,0,1,2
14020,2014/2/22,14,35,1,30,17,1,14,17,30,35,6,7,97,19.4,17,3,2,1,0,0,2,3,-1,5,4,0,0,34,13,0,0,1
14021,2014/2/24,10,6,17,23,24,6,10,17,23,24,3,9,80,16,20,2,3,-1,1,1,2,3,-1,5,5,1,1,18,7,1,1,0
14022,2014/2/26,6,16,10,3,25,3,6,10,16,25,10,11,60,12,20,2,3,-1,0,2,1,4,-3,4,6,0,0,22,9,0,2,2
14023,2014/3/1,4,13,15,29,33,4,13,15,29,33,5,9,94,18.8,24,4,1,3,3,0,2,3,-1,4,6,0,0,29,14,0,0,2
14024,2014/3/3,7,11,15,31,32,7,11,15,31,32,6,11,96,19.2,16,4,1,3,3,0,2,3,-1,4,5,1,1,25,16,1,1,1
14025,2014/3/5,19,32,34,27,20,19,20,27,32,34,6,8,132,26.4,22,2,3,-1,0,1,5,0,5,5,5,1,1,15,7,0,1,1
14026,2014/3/8,26,15,12,5,10,5,10,12,15,26,4,8,68,13.6,18,2,3,-1,0,1,1,4,-3,4,5,0,0,21,11,0,0,1
14027,2014/3/10,10,29,9,24,28,9,10,24,28,29,10,12,100,20,30,2,3,-1,0,2,3,2,1,4,4,2,2,20,14,1,1,1
14028,2014/3/12,25,10,30,20,3,3,10,20,25,30,10,12,88,17.6,8,2,3,-1,0,1,3,2,1,3,4,0,0,27,10,1,1,3
14029,2014/3/15,35,22,3,23,21,3,21,22,23,35,5,9,104,20.8,14,4,1,3,2,0,4,1,3,4,5,2,1,32,18,1,1,1
14030,2014/3/17,18,35,29,3,14,3,14,18,29,35,11,12,99,19.8,29,3,2,1,1,1,3,2,1,5,4,0,0,32,11,2,2,0
14031,2014/3/19,27,32,33,15,6,6,15,27,32,33,3,4,113,22.6,23,3,2,1,1,0,3,2,1,5,6,1,1,27,12,0,0,1
14032,2014/3/22,5,6,2,9,31,2,5,6,9,31,2,9,53,10.6,23,3,2,1,1,0,1,4,-3,5,4,1,1,29,22,0,1,2
14033,2014/3/24,8,28,7,1,29,1,7,8,28,29,4,8,73,14.6,33,3,2,1,1,1,2,3,-1,4,4,2,2,28,20,0,0,3
14034,2014/3/26,27,11,3,14,32,3,11,14,27,32,5,7,87,17.4,17,3,2,1,1,0,2,3,-1,5,6,0,0,29,13,0,0,1
14035,2014/3/29,14,12,28,29,9,9,12,14,28,29,3,10,92,18.4,32,2,3,-1,0,2,2,3,-1,4,6,1,1,20,14,1,1,2
14036,2014/3/31,2,1,12,29,17,1,2,12,17,29,3,8,61,12.2,21,3,2,1,1,1,1,4,-3,4,6,1,1,28,12,1,2,1
14037,2014/4/2,3,34,4,8,19,3,4,8,19,34,2,4,68,13.6,28,2,3,-1,0,1,2,3,-1,4,5,1,1,31,15,0,0,1
14038,2014/4/5,32,8,12,20,7,7,8,12,20,32,3,5,79,15.8,19,1,4,-3,0,3,2,3,-1,4,5,1,1,25,12,0,1,2
14039,2014/4/7,11,20,15,2,5,2,5,11,15,20,8,11,53,10.6,13,3,2,1,2,0,1,4,-3,4,5,0,0,18,6,0,1,1
14040,2014/4/9,21,33,12,30,15,12,15,21,30,33,2,8,111,22.2,11,3,2,1,1,0,3,2,1,5,3,0,0,21,9,0,1,2
14041,2014/4/12,11,5,7,15,18,5,7,11,15,18,5,12,56,11.2,26,4,1,3,3,0,1,4,-3,4,5,0,0,13,4,0,1,1
14042,2014/4/14,27,25,21,16,35,16,21,25,27,35,6,11,124,24.8,24,4,1,3,3,0,4,1,3,4,6,0,0,19,8,0,0,1
14043,2014/4/16,30,23,11,1,29,1,11,23,29,30,1,12,94,18.8,14,4,1,3,3,0,3,2,1,4,6,1,1,29,12,0,0,0
14044,2014/4/19,27,23,25,22,35,22,23,25,27,35,3,11,132,26.4,22,4,1,3,3,0,5,0,5,4,5,1,1,13,8,0,1,1
14045,2014/4/21,6,10,12,16,30,6,10,12,16,30,2,11,74,14.8,14,0,5,-5,0,4,1,4,-3,3,4,0,0,24,14,0,0,0
14046,2014/4/23,15,18,3,26,21,3,15,18,21,26,1,6,83,16.6,23,3,2,1,1,0,3,2,1,5,5,0,0,23,12,0,0,1
14047,2014/4/26,18,34,17,30,6,6,17,18,30,34,6,12,105,21,25,1,4,-3,0,2,3,2,1,5,5,1,1,28,12,1,1,1
14048,2014/4/28,15,35,2,1,5,1,2,5,15,35,1,11,58,11.6,18,4,1,3,2,0,1,4,-3,3,6,1,1,34,20,0,0,2
14049,2014/4/30,31,3,17,15,22,3,15,17,22,31,3,5,88,17.6,18,4,1,3,2,0,2,3,-1,5,5,0,0,28,12,0,1,1
14050,2014/5/3,10,18,28,35,27,10,18,27,28,35,1,6,118,23.6,28,2,3,-1,0,1,4,1,3,4,4,1,1,25,9,0,0,1
14051,2014/5/5,30,1,11,7,29,1,7,11,29,30,3,11,78,15.6,18,4,1,3,3,0,2,3,-1,4,6,1,1,29,18,0,0,2
14052,2014/5/7,24,21,14,19,30,14,19,21,24,30,2,7,108,21.6,18,2,3,-1,1,1,4,1,3,4,5,0,0,16,6,1,1,1
14053,2014/5/10,2,17,11,30,27,2,11,17,27,30,3,4,87,17.4,17,3,2,1,2,0,2,3,-1,4,6,0,0,28,10,1,1,0
14054,2014/5/12,34,3,20,2,25,2,3,20,25,34,1,12,84,16.8,14,2,3,-1,0,0,3,2,1,5,6,1,1,32,17,1,1,1
14055,2014/5/14,26,23,35,4,27,4,23,26,27,35,10,11,115,23,25,3,2,1,1,0,4,1,3,5,6,1,1,31,19,0,0,3
14056,2014/5/17,28,18,35,29,12,12,18,28,29,35,7,8,122,24.4,32,2,3,-1,1,2,4,1,3,4,4,1,1,23,10,1,1,1
14057,2014/5/19,20,10,8,33,27,8,10,20,27,33,1,9,98,19.6,18,2,3,-1,1,2,3,2,1,4,6,0,0,25,10,0,0,1
14058,2014/5/21,22,26,15,9,24,9,15,22,24,26,2,7,96,19.2,26,2,3,-1,1,2,3,2,1,5,5,0,0,17,7,0,0,2
14059,2014/5/24,25,7,17,15,29,7,15,17,25,29,4,11,93,18.6,33,5,0,5,4,0,2,3,-1,3,4,0,0,22,8,1,1,1
14060,2014/5/26,29,12,34,22,30,12,22,29,30,34,5,11,127,25.4,17,1,4,-3,0,2,4,1,3,4,6,1,1,22,10,0,1,1
14061,2014/5/28,29,11,17,4,20,4,11,17,20,29,6,10,81,16.2,21,3,2,1,1,0,2,3,-1,5,5,0,0,25,9,0,1,2
14062,2014/5/31,17,24,7,25,4,4,7,17,24,25,2,4,77,15.4,27,3,2,1,1,0,2,3,-1,3,6,1,1,21,10,2,2,0
14063,2014/6/2,17,23,34,21,11,11,17,21,23,34,3,4,106,21.2,16,4,1,3,3,0,3,2,1,4,5,0,0,23,11,0,1,1
14064,2014/6/4,34,33,15,35,8,8,15,33,34,35,1,8,125,25,25,3,2,1,1,0,3,2,1,4,5,2,1,27,18,0,1,2
14065,2014/6/7,12,31,7,33,19,7,12,19,31,33,7,12,102,20.4,22,4,1,3,2,0,3,2,1,5,5,0,0,26,12,0,1,2
14066,2014/6/9,20,16,8,14,31,8,14,16,20,31,3,11,89,17.8,19,1,4,-3,0,3,2,3,-1,5,5,0,0,23,11,0,1,2
14067,2014/6/11,24,23,31,18,3,3,18,23,24,31,3,7,99,19.8,19,3,2,1,0,0,4,1,3,4,6,1,1,28,15,1,1,0
14068,2014/6/14,29,35,24,15,5,5,15,24,29,35,5,6,108,21.6,28,4,1,3,2,0,3,2,1,3,6,0,0,30,10,0,1,1
14069,2014/6/16,16,27,22,31,29,16,22,27,29,31,2,9,125,25,25,3,2,1,2,1,4,1,3,5,5,0,0,15,6,1,1,1
14070,2014/6/18,7,1,2,10,32,1,2,7,10,32,4,12,52,10.4,12,2,3,-1,0,1,1,4,-3,4,6,1,1,31,22,0,0,1
14071,2014/6/21,22,15,14,4,23,4,14,15,22,23,1,7,78,15.6,18,2,3,-1,0,1,2,3,-1,4,4,2,2,19,10,0,0,0
14072,2014/6/23,17,22,19,24,30,17,19,22,24,30,2,9,112,22.4,22,2,3,-1,1,2,4,1,3,5,4,0,0,13,6,0,1,2
14073,2014/6/25,13,5,4,35,7,4,5,7,13,35,5,6,64,12.8,24,4,1,3,3,0,1,4,-3,4,6,1,1,31,22,0,0,0
14074,2014/6/28,6,27,30,11,22,6,11,22,27,30,5,11,96,19.2,16,2,3,-1,0,0,3,2,1,5,4,0,0,24,11,0,0,1
14075,2014/6/30,35,5,29,7,32,5,7,29,32,35,4,10,108,21.6,28,4,1,3,2,0,3,2,1,4,5,0,0,30,22,0,0,3
14076,2014/7/2,31,5,10,32,19,5,10,19,31,32,9,10,97,19.4,17,3,2,1,1,0,3,2,1,5,6,1,1,27,12,1,2,1
14077,2014/7/5,31,26,32,9,16,9,16,26,31,32,1,5,114,22.8,24,2,3,-1,0,1,3,2,1,4,6,1,1,23,10,2,2,3
14078,2014/7/7,22,28,15,16,10,10,15,16,22,28,4,5,91,18.2,21,1,4,-3,0,2,2,3,-1,5,3,1,1,18,6,0,1,2
14079,2014/7/9,31,9,10,20,32,9,10,20,31,32,6,10,102,20.4,12,2,3,-1,0,1,3,2,1,4,3,2,2,23,11,0,1,1
14080,2014/7/12,20,27,25,23,17,17,20,23,25,27,3,10,112,22.4,22,4,1,3,2,0,4,1,3,4,4,0,0,10,3,0,1,0
14081,2014/7/14,8,3,25,5,10,3,5,8,10,25,9,12,51,10.2,21,3,2,1,1,1,1,4,-3,4,4,0,0,22,15,0,1,0
14082,2014/7/16,18,25,1,23,8,1,8,18,23,25,8,12,75,15,25,3,2,1,1,1,3,2,1,4,4,0,0,24,10,1,2,0
14083,2014/7/19,35,20,33,24,18,18,20,24,33,35,5,10,130,26,20,2,3,-1,1,2,5,0,5,5,4,0,0,17,9,0,1,1
14084,2014/7/21,9,28,2,11,7,2,7,9,11,28,5,9,57,11.4,27,3,2,1,2,0,1,4,-3,5,5,0,0,26,17,0,0,0
14085,2014/7/23,25,6,29,13,12,6,12,13,25,29,11,12,85,17,25,3,2,1,2,1,2,3,-1,5,6,1,1,23,12,0,0,3
14086,2014/7/26,29,8,6,27,35,6,8,27,29,35,3,9,105,21,35,3,2,1,2,1,3,2,1,5,4,0,0,29,19,1,2,0
14087,2014/7/28,4,33,35,31,7,4,7,31,33,35,9,10,110,22,20,4,1,3,3,0,3,2,1,5,5,0,0,31,24,1,1,1
14088,2014/7/30,25,13,20,7,26,7,13,20,25,26,8,11,91,18.2,21,3,2,1,1,0,3,2,1,5,4,1,1,19,7,0,1,0
14089,2014/8/2,8,30,29,2,12,2,8,12,29,30,7,12,81,16.2,21,1,4,-3,0,2,2,3,-1,4,6,1,1,28,17,0,0,2
14090,2014/8/4,23,3,28,2,20,2,3,20,23,28,6,8,76,15.2,16,2,3,-1,0,0,3,2,1,4,6,1,1,26,17,1,1,2
14091,2014/8/6,18,16,32,10,29,10,16,18,29,32,2,7,105,21,25,1,4,-3,0,2,3,2,1,5,6,0,0,22,11,0,0,1
14092,2014/8/9,27,18,32,30,2,2,18,27,30,32,5,11,109,21.8,19,1,4,-3,0,2,4,1,3,4,6,0,0,30,16,1,2,1
14093,2014/8/11,30,34,32,3,8,3,8,30,32,34,9,11,107,21.4,17,1,4,-3,0,3,3,2,1,5,5,0,0,31,22,0,2,1
14094,2014/8/13,13,14,25,24,34,13,14,24,25,34,4,7,110,22,20,2,3,-1,0,1,3,2,1,3,3,2,2,21,10,1,1,0
14095,2014/8/16,30,34,6,22,31,6,22,30,31,34,5,6,123,24.6,13,1,4,-3,0,2,4,1,3,5,6,1,1,28,16,1,1,0
14096,2014/8/18,23,31,3,7,21,3,7,21,23,31,5,10,85,17,15,5,0,5,4,0,3,2,1,3,6,0,0,28,14,0,1,4
14097,2014/8/20,20,3,23,21,15,3,15,20,21,23,7,9,82,16.4,12,4,1,3,2,0,3,2,1,4,6,1,1,20,12,1,3,1
14098,2014/8/23,16,22,18,25,35,16,18,22,25,35,3,10,116,23.2,26,2,3,-1,1,2,4,1,3,4,6,0,0,19,10,0,0,2
14099,2014/8/25,21,33,23,22,15,15,21,22,23,33,1,7,114,22.8,14,4,1,3,2,0,4,1,3,4,5,2,1,18,10,1,1,3
14100,2014/8/27,12,8,2,4,35,2,4,8,12,35,1,7,61,12.2,21,1,4,-3,0,3,1,4,-3,4,5,0,0,33,23,0,0,0
14101,2014/8/30,9,12,17,28,10,9,10,12,17,28,3,11,76,15.2,26,2,3,-1,0,1,1,4,-3,5,6,1,1,19,11,0,1,1
14102,2014/9/1,7,19,14,1,20,1,7,14,19,20,3,12,61,12.2,21,3,2,1,1,0,2,3,-1,5,4,1,1,19,7,0,0,0
14103,2014/9/3,14,23,20,26,25,14,20,23,25,26,10,12,108,21.6,18,2,3,-1,1,1,4,1,3,5,4,1,1,12,6,0,2,1
14104,2014/9/6,7,13,28,32,14,7,13,14,28,32,4,11,94,18.8,24,2,3,-1,1,2,2,3,-1,5,6,1,1,25,14,0,1,1
14105,2014/9/8,10,4,29,32,26,4,10,26,29,32,4,8,101,20.2,21,1,4,-3,0,2,3,2,1,5,3,0,0,28,16,1,1,1
14106,2014/9/10,9,22,11,20,5,5,9,11,20,22,5,11,67,13.4,17,3,2,1,2,1,2,3,-1,5,4,0,0,17,9,0,0,3
14107,2014/9/13,13,21,34,14,5,5,13,14,21,34,8,10,87,17.4,17,3,2,1,1,0,2,3,-1,4,5,1,1,29,13,1,1,1
